Document type,Open Access,Number,Authors countries,Authors,Title,Journal title,Volume,Pages,Year,Beamline(s),Facility used,Proposal number,DOI,DOI added,WoS Number,Type,Facility repository
Journal article,,ESRF01SU1150,France (not ESRF),"Sulzenbacher G., Gal L., Peneff C., Fassy F., Bourne Y.",Crystal structure of Streptococcus pneumoniae N-acetylglucosamine-1-phosphate uridyltransferase bound to acetyl-coenzyme A reveals a novel active site architecture,Journal of Biological Chemistry,276,11844-11851,2001.0,BM14/ID14,ESRF (Grenoble),,,10.1074/jbc.M011225200,WOS:000168081800057,2,ESRF
Journal article,,ESRF02TA1563,Japan,"Tamura K., Inui M.",Structural changes and the metal-non-metal transition in supercritical fluids,Journal of Physics Condensed Matter,13,R337-R368,2001.0,BM32,ESRF (Grenoble),,10.1088/0953-8984/13/20/202,,WOS:000169141600009,2,ESRF
Journal article,,ESRF02TA1586,UK,"Tan T.H.P., Edgerton S.A.V., Kumari R., McAlister M.S.B., Rowe S.M., Nagl S., Pearl L.H., Selkirk M.E., Bianco A.E., Totty N.F., Engwerda C., Gray C.A., Meyer D.J.",Macrophage migration inhibitory factor of the parasitic nematode Trichinella spiralis,Biochemical Journal,357,373-383,2001.0,ID14-3,ESRF (Grenoble),,,10.1042/0264-6021:3570373,WOS:000170112500005,2,ESRF
Journal article,,ESRF02TA1707,UK,"Tanner B.K., Hase T.P.A., Clarke J., Pape I., Li-Bassi A., Fulthorpe B.D.",High resolution X-ray scattering from nanotechnology materials,Applied Surface Science,182,202-208,2001.0,BM16,ESRF (Grenoble)/SRS (Daresbury),,10.1016/S0169-4332(01)00424-X,,WOS:000172176200006,2,ESRF
Journal article,,ESRF01TA1033,UK,"Tanner B.K., Hase T.P.A., Wu H.Z.",Determination of the depth distribution of subsurface damage during polishing of alumina,Philosophical Magazine Letters,81,351-355,2001.0,BM16,ESRF (Grenoble),,,10.1080/095008300039669,WOS:000168620600007,2,ESRF
Journal article,,ESRF01TA1208,UK,"Tanner B.K., Parbrook P.J., Whitehouse C.R., Keir A.M., Johnson A.D., Jones J., Wallis D., Smith L.M., Lunn B., Hogg J.H.C.",In situ X-ray topography measurement of the growth temperature dependence of the critical thickness of epitaxial InGaAs on GaAs,Journal of Physics D,34,A109-A113,2001.0,BM5,,,10.1088/0022-3727/34/10A/322,,WOS:000169093700023,2,ESRF
Journal article,,ESRF03TA1955,UK,"Tarbouriech N., Charnock S.J., Davies G.J.",Three-dimensional structures of the Mn and Mg dTDP complexes of the family GT-2 glycosyltransferase SpsA: a comparison with related NDP-sugar glycosyltransferases,Journal of Molecular Biology,314,655-661,2001.0,ID14-1/ID14-4,ESRF (Grenoble),,10.1006/jmbi.2001.5159,,WOS:000173469400002,2,ESRF
Journal article,,ESRF02TA1557,UK,"Tarricone C., Xiao B., Justin N., Walker P.A., Rittinger K., Gamblin S.J., Smerdon S.J.",The structural basis of Arfaptin-mediated cross-talk between Rac and Arf signalling pathways,Nature,411,215-219,2001.0,BM14,ESRF (Grenoble),,10.1038/35075620,,WOS:000168563000056,2,ESRF
Journal article,,ESRF02TA1698,Australia/UK,"Taylor P., Dornan J., Carrello A., Minchin R.F., Ratajczak T., Walkinshaw M.D.",Two structures of cyclophilin 40: Folding and fidelity in the TPR domains,Structure,9,431-438,2001.0,,ESRF (Grenoble)/SRS (Daresbury),,10.1016/S0969-2126(01)00603-7,,WOS:000168684000009,2,ESRF
Journal article,,ESRF03TA1106,Sweden/USA,"Taylor T.C., Backlund A., Björhall K., Speizer R., Andersson I.","First crystal structure of Rubisco from a Green Alga, Chlamydomonas reinhardtii",Journal of Biological Chemistry,276,48159-48164,2001.0,ID14-3,ESRF (Grenoble),,10.1074/jbc.M107765200,,WOS:000172927000057,2,ESRF
Journal article,,ESRF02TE1643,Germany,"Techert S., Wiessner A., Schmatz S., Staerk H.",Time-resolved fluorescence and solvatochromy of directly linked pyrene-DMA derivatives in alcoholic solution,Journal of Physical Chemistry B,105,7579-7587,2001.0,,ESRF (Grenoble),,10.1021/jp004370l,,WOS:000170300100028,2,ESRF
Journal article,,ESRF02TE1183,Germany/Italy,"Tedesco C., Dinnebier R.E., Olbrich F., van Smaalen S.",Disordered crystal structure of pentamethylcyclopentadienylsodium as seen by high-resolution X-ray powder diffraction,Acta Crystallographica B,57,673-679,2001.0,BM16,ESRF (Grenoble),,10.1107/S010876810101237X,,WOS:000171201800007,2,ESRF
Journal article,,ESRF02TE1219,Hungary,"Tegze M., Faigel G.",X-ray holography: Theory and experiment,Journal of Physics Condensed Matter,13,10613-10623,2001.0,,,,10.1088/0953-8984/13/47/306,,WOS:000172943400007,2,ESRF
Journal article,,ESRF06TE9019,USA,"Teytelman D., Fox J., Prabhakar S., Byrd J.M.",Characterization of longitudinal impedances in storage rings via multibunch effects,Physical Review Special Topics - Accelerators and Beams,4,112801-1-112801-9,2001.0,,ALS (Berkeley)/BESSY (Germany)/ESRF (Grenoble),,10.1103/PhysRevSTAB.4.112801,,WOS:000172488500003,2,ESRF
Journal article,,ESRF03TH1983,UK,"Thom R., Dixon D.P., Edwards R., Cole D.J., Lapthorn A.J.",The structure of a zeta class glutathione S-transferase from Arabidopsis thaliana: characterisation of a GST with novel active-site architecture and a putative role in tyrosine catabolism,Journal of Molecular Biology,308,949-962,2001.0,BM30A,ESRF (Grenoble),,10.1006/jmbi.2001.4638,,WOS:000169014500010,2,ESRF
Journal article,,ESRF02TH1589,UK,"Thomas C.C., Dowler S., Deak M., Alessi D.R., van Aalten D.M.F.","Crystal structure of the phosphatidylinositol 3,4-bisphosphate-binding pleckstrin homology (PH) domain of tandem PH-domain-containing protein 1 (TAPP1): Molecular basis of lipid specificity",Biochemical Journal,358,287-294,2001.0,ID14-4,ESRF (Grenoble),,,10.1042/0264-6021:3580287,WOS:000170877900002,2,ESRF
Journal article,,ESRF03TH1371,France (not ESRF),"Thomazeau K., Curien G., Dumas R., Biou V.",Crystal structure of threonine synthase from Arabidopsis thaliana,Protein Science,10,638-648,2001.0,BM14,ESRF (Grenoble),,10.1110/ps.44301,,WOS:000167926100018,2,ESRF
Journal article,,ESRF02TH1323,France (not ESRF),"Thomazeau K., Curien G., Thompson A., Dumas R., Biou V.",MAD on threonine synthase: The phasing power of oxidized selenomethionine,Acta Crystallographica D,57,1337-1340,2001.0,BM14/BM30A,ESRF (Grenoble),,10.1107/S0907444901008666,,WOS:000170611200027,2,ESRF
Journal article,,ESRF01TH1019,Norway,"Thorkildsen G., Larsen H.B., Semmingsen D., Bjaanes O.",Generalized extinction in bipyramidal crystals,Acta Crystallographica A,57,201-211,2001.0,BM1B,ESRF (Grenoble),,10.1107/S0108767300018572,,WOS:000167198900009,2,ESRF
Journal article,,ESRF06TH9017,France (not ESRF),"Thovert J.F., Yousefian F., Spanne P., Jacquin C.G., Adler P.M.",Grain reconstruction of porous media: Application to a low-porosity Fontainebleau sandstone,Physical Review E,63,061307-1-061307-17,2001.0,,ESRF (Grenoble),,10.1103/PhysRevE.63.061307,,WOS:000169285000036,2,ESRF
Journal article,,ESRF02TH1398,Sweden,"Thunnissen M.M.G.M., Nordlund P., Haeggström J.Z.","Crystal structure of human leukotriene A4 hydrolase, a bifunctional enzyme in inflammation",Nature Structural Biology,8,131-135,2001.0,BM14,ESRF (Grenoble),,10.1038/84117,,WOS:000166702500017,2,ESRF
Journal article,,ESRF03TI1961,Austria/France (not ESRF)/Germany/Russia,"Tishchenko S., Nikulin A., Fomenkova N., Nevskaya N., Nikonov O., Dumas P., Moine H., Ehresmann B., Ehresmann C., Piendl W., Lamzin V., Garber M., Nikonov S.",Detailed analysis of RNA-protein interactions within the ribosomal protein S8-rRNA complex from the archaeon Methanococcus jannaschii,Journal of Molecular Biology,311,311-324,2001.0,BM30A,ESRF (Grenoble)/HASYLAB (Hambourg),,10.1006/jmbi.2001.4877,,WOS:000170380200008,2,ESRF
Journal article,,ESRF05TI9100,Austria/France (not ESRF)/Russia,"Tishchenko S., Vassilieva J.M., Platonova O.B., Serganov A.A., Fomenkova N., Mudrik E.S., Piendl W., Ehresmann C., Garber M.B.","Isolation, crystallization, and investigation of ribosomal protein S8 complexed with specific fragments of rRNA of bacterial or archaeal origin",Biochemistry,66,948-953,2001.0,BM30A,ESRF (Grenoble)/HASYLAB (Hambourg),,10.1023/A:1012353122174,,WOS:000171915800002,2,ESRF
Journal article,,ESRF03TO1118,France (not ESRF),"Tocchini-Valetini G., Rochel N., Wurtz J.M., Mitschler A., Moras D.",Crystal structures of the vitamin D receptor complexed to superagonist 20-epi ligands,Proceedings of the National Academy of Sciences of the USA,98,5491-5496,2001.0,BM30A,ESRF (Grenoble),,10.1073/pnas.091018698,,WOS:000168623300024,2,ESRF
Journal article,,ESRF02TO1632,UK,"Todone F., Brick P., Werner F., Weinzierl R.O.J., Onesti S.",Structure of an archaeal homolog of the eukaryotic RNA polymerase II RPB4/RPB7 complex,Molecular Cell,8,1137-1143,2001.0,ID14-4,ESRF (Grenoble),,10.1016/S1097-2765(01)00379-3,,WOS:000172312400022,2,ESRF
Journal article,,ESRF03TO1072,Canada/Germany/UK/USA,"Tomberli B., Egelstaff P.A., Benmore C.J., Neuefeind J.",Isotopic effects in the structure of liquid methanol: II.Experimental data in Fourier space,Journal of Physics Condensed Matter,13,11421-11434,2001.0,,ESRF (Grenoble)/HASYLAB (Hambourg),,10.1088/0953-8984/13/50/302,,WOS:000173436600006,2,ESRF
Journal article,,ESRF03TO1073,Canada/Germany/UK/USA,"Tomberli B., Egelstaff P.A., Benmore C.J., Neuefeind J.",Isotopic quantum effects in the structure of liquid methanol: I.Experiments with high-energy photon diffraction,Journal of Physics Condensed Matter,13,11405-11420,2001.0,ID15A_HEX,ESRF (Grenoble)/HASYLAB (Hambourg),,10.1088/0953-8984/13/50/301,,WOS:000173436600005,2,ESRF
Journal article,,ESRF02TO1176,Italy,"Tormen M., De Salvador D., Drigo A.V., Romanato F., Boscherini F., Mobilio S.",Lattice distortion in InxGa1-xAs/InP epitexial films: A second- and third-shell XAFS study,Physical Review B,63,115326-1-115326-10,2001.0,BM8,ESRF (Grenoble),,10.1103/PhysRevB.63.115326,,WOS:000167623800089,2,ESRF
Journal article,,ESRF02TO1427,France (not ESRF)/Germany,"Törö I., Thore S., Mayer C., Basquin J., Séraphin B., Suck D.",RNA binding in an Sm core domain: X-ray structure and functional analysis of an archaeal Sm protein complex,EMBO Journal,20,2293-2303,2001.0,ID13,ESRF (Grenoble),,10.1093/emboj/20.9.2293,,WOS:000168597600018,2,ESRF
Journal article,,ESRF01TO1014,France (not ESRF),"Toulemonde O., Studer F., Raveau B.",Magnetic interactions studies of Co and Ni-doped manganites using soft XMCD,Solid State Communications,118,107-112,2001.0,ID12B,ESRF (Grenoble),,10.1016/S0038-1098(01)00020-5,,WOS:000167885500010,2,ESRF
Journal article,,ESRF12TR1180,Italy,"Tribaudino M., Prencipe M.",The compressional behavior of P4/n vesuvianite,Canadian Mineralogist,39,145-151,2001.0,ID9A,ESRF (Grenoble),,,10.2113/gscanmin.39.1.145,WOS:000168200300013,2,ESRF
Journal article,,ESRF03TR1310,France (not ESRF)/The Netherlands,"Trilhe J., Reader A., Kwakmann L.",European 300 mm metrology platform - MEDEA T618,Microelectronic Engineering,56,15-25,2001.0,,ESRF (Grenoble),,,10.1016/S0167-9317(00)00500-1,WOS:000168815700003,2,ESRF
Journal article,,ESRF03UR1316,Germany/Italy,"Urbani K., Gemeinhardt S., Warne A., Saraste M.",Properties of the detergent solubilised cytochrome c oxidase (cytochrome cbb3) purified from Pseudomonas stutzeri,FEBS Letters,508,29-35,2001.0,ID14-3,ESRF (Grenoble),,10.1016/S0014-5793(01)03006-X,,WOS:000172290300006,2,ESRF
Journal article,,ESRF04UR1213,Belgium/Spain,"Uriarte M., Marina A., Ramón-Maiques S., Rubio V., Durbecq V., Legrain C., Glansdorff N.",Carbamoyl phosphate synthesis : Carbamate kinase from pyrococcus furiosus,Methods in Enzymology,331,236-247,2001.0,ID14,ESRF (Grenoble),,,10.1016/S0076-6879(01)31062-5,WOS:000168050900021,2,ESRF
Journal article,,ESRF03VA1321,Germany,"Vallazza M., Senge A., Lippmann C., Perbandt M., Betzel C., Bald R., Erdmann V.A.",Crystallization and X-ray diffraction data of Thermus flavus 5S rRNA helices,Journal of Crystal Growth,232,340-352,2001.0,ID2,ESRF (Grenoble),,10.1016/S0022-0248(01)01075-2,,WOS:000171042700043,2,ESRF
Journal article,,ESRF02VA1655,Germany/Sweden,"Vallet V., Wahlgren U., Schimmelpfennig B., Moll H., Szabó Z., Grenthe I.",Solvent effects on uranium(VI) fluoride and hydroxide complexes studied by EXAFS and quantum chemistry,Inorganic Chemistry,40,3516-3525,2001.0,BM20,ESRF (Grenoble),,10.1021/ic001405n,,WOS:000169550700037,2,ESRF
Journal article,,ESRF03VA1120,Germany/Norway/UK,"van Aalten D.M.F., Komander D., Synstad B., Gåseidnes S., Peter M.G., Eijsink V.G.H.",Structural insights into the catalytic mechanism of a family 18 exo-chitinase,Proceedings of the National Academy of Sciences of the USA,98,8979-8984,2001.0,ID14-1,ESRF (Grenoble),,10.1073/pnas.151103798,,WOS:000170216900014,2,ESRF
Journal article,,ESRF02VA1415,UK,"van den Ent F., Amos L.A., Löwe J.",Prokaryotic origin of the actin cytoskeleton,Nature,413,39-44,2001.0,ID14-4,ESRF (Grenoble),,10.1038/35092500,,WOS:000170801200031,2,ESRF
Journal article,,ESRF02VA1217,The Netherlands,"van der Elsken J., Bras W., Michielsen J.",Small-angle X-ray scattering by PVP-water mixtures,Journal of Applied Crystallography,34,62-64,2001.0,,,,,10.1107/S0021889800018689,WOS:000166532800011,2,ESRF
Journal article,,ESRF05VA1702,The Netherlands,"van der Kooij F.M., Lekkerkerker H.N.W.",Liquid-crystal phase transitions in suspensions of plate-like particles,Philosophical Transactions of the Royal Society A,359,985-995,2001.0,BM26,ESRF (Grenoble),,10.1098/rsta.2001.0813,,WOS:000168826700017,2,ESRF
Journal article,,ESRF01VA1092,UK,van der Laan G.,Non-reciprocal X-ray linear dichroism,Journal of Synchrotron Radiation,8,1059-1060,2001.0,ID12A,ESRF (Grenoble),,,10.1107/S0909049501000899,WOS:000168284300011,2,ESRF
Journal article,,ESRF02VA1204,UK,van der Laan G.,Resonant X-ray magnetic scattering has gone soft,Synchrotron Radiation News,14,32-36,2001.0,,ESRF (Grenoble),,,10.1080/08940880108261163,,2,ESRF
Journal article,,ESRF02VA1024,The Netherlands,"Van Langevelde A., Driessen R., Molleman W., Peschar R., Schenk H.",Cocoa-butter long spacings and the memory effect,Journal of the American Oil Chemists' Society,78,911-918,2001.0,BM20/BM26,ESRF (Grenoble),,,10.1007/s11746-001-0363-3,WOS:000171634100006,2,ESRF
Journal article,,ESRF01VA1034,The Netherlands,"Van Langevelde A., Peschar R., Schenk H.",Alternation of melting points in odd- and even- numbered monoacid triacylglycerols,Chemistry of Materials,13,1089-1094,2001.0,BM16,,,10.1021/cm001190f,,WOS:000167646200053,2,ESRF
Journal article,,ESRF01VA1036,The Netherlands,"Van Langevelde A., Peschar R., Schenk H.",Structure of beta-trimyristin and beta-tristearin from high-resolution X-ray powder diffraction data,Acta Crystallographica B,57,372-377,2001.0,BM1A/BM16,ESRF (Grenoble),,10.1107/S0108768100019121,,WOS:000169243900020,2,ESRF
Journal article,,ESRF02VA1421,UK/USA,"van Montfort R.L.M., Basha E., Friedrich K.L., Slingsby C., Vierling E.",Crystal structure and assembly of a eukaryotic small heat shock protein,Nature Structural Biology,8,1025-1030,2001.0,ID14-3,ESRF (Grenoble),,10.1038/nsb722,,WOS:000172524300009,2,ESRF
Journal article,,ESRF03VA1975,Germany/The Netherlands,"van Pouderoyen G., Eggert T., Jaeger K.E., Dijkstra B.W.","The crystal structure of Bacillus subtilis lipase: A minimal alpha/bêta hydrolase fold enzyme*1, *2",Journal of Molecular Biology,309,215-226,2001.0,ID14-4,ESRF (Grenoble),,10.1006/jmbi.2001.4659,,WOS:000169034800017,2,ESRF
Journal article,,ESRF01VA1239,France (not ESRF)/Germany/The Netherlands,"van Raaij M.J., Schoehn G., Burda M.R., Miller S.",Crystal structure of a heat and protease-stable part of the bacteriophage T4 short tail fibre,Journal of Molecular Biology,314,1137-1146,2001.0,ID14,ESRF (Grenoble),,10.1006/jmbi.2000.5204,,WOS:000173365300017,2,ESRF
Journal article,,ESRF03VA1123,Germany,"van Smaalen S., Lam E.J., Lüdecke J.",Structure of the charge-density wave in (TaSe4)2I,Journal of Physics Condensed Matter,13,9923-9936,2001.0,BM1A/BM1B,ESRF (Grenoble),,10.1088/0953-8984/13/44/308,,WOS:000172301500013,2,ESRF
Journal article,,ESRF01VA1037,Belgium/France (not ESRF),"Van Tendeloo G., Garlea O., Darie C., Bougerol-Chaillout C., Bordet P.",The fine structure of YCuO2+x delafossite determined by synchrotron powder diffraction and electron microscopy,Journal of Solid State Chemistry,156,428-436,2001.0,BM16,ESRF (Grenoble),,10.1006/jssc.2000.9018,,WOS:000167252000025,2,ESRF
Journal article,,ESRF02VA1677,France (not ESRF),"van Tilbeurgh H., Le Coq D., Declerck N.",Crystal structure of an activated form of the PTS regulation domain from the LicT transcriptional antiterminator,EMBO Journal,20,3789-3799,2001.0,BM14/BM30A,ESRF (Grenoble),,10.1093/emboj/20.14.3789,,WOS:000170149500020,2,ESRF
Journal article,,ESRF02VA1676,The Netherlands,"Vandeputte-Rutten L., Arjen-Kramer R., Kroon J., Dekker N., Egmond M.R., Gros P.",Crystal structure of the outer membrane protease OmpT from Escherichia coli suggests a novel catalytic site,EMBO Journal,20,5033-5039,2001.0,ID14-4,ESRF (Grenoble),,10.1093/emboj/20.18.5033,,WOS:000171285200001,2,ESRF
Journal article,,ESRF02VA1742,Denmark/France (not ESRF)/UK,"Varrot A., Schuelein M., Fruchard S., Driguez H., Davies G.J.","Atomic resolution structure of endoglucanase Cel5A in complex with methyl 4,4II,4III,4IV-tetrathio-alpha-cellopentoside highlights the alternative binding modes targeted by substrate mimics",Acta Crystallographica D,57,1739-1742,2001.0,ID14-2,ESRF (Grenoble),,10.1107/S0907444901013993,,WOS:000171778400052,2,ESRF
Article from Conference in a Journal,,ESRF01VA1211,UK,"Vaz C.A.F., Lauhoff G., Bland J.A.C., Fulthorpe B.D., Hase T.P.A., Tanner B.K., Langridge S., Penfold J.",Effect of the Cu capping thickness on the magnetic properties of thin Ni/Cu(001) films,Journal of Magnetism and Magnetic Materials,226-230,1618-1620,2001.0,BM28,ESRF (Grenoble),,,10.1016/S0304-8853(01)00083-X,WOS:000170628400197,2,ESRF
Journal article,,ESRF01VE1056,France (not ESRF),Vettier C.,Resonant X-ray scattering in transition metal and rare-earth materials,Journal of Electron Spectroscopy and Related Phenomena,117-118,113-128,2001.0,ID20_RXD,ESRF (Grenoble),,10.1016/S0368-2048(01)00250-X,,WOS:000169651700010,2,ESRF
Journal article,,ESRF01VE1183,France (not ESRF),Vettier C.,The beauty of non-resonant X-ray magnetic scattering,Synchrotron Radiation News,14,11-15,2001.0,ID20_RXD,ESRF (Grenoble),,,10.1080/08940880108261159,,2,ESRF
Journal article,,ESRF02VI1210,France (not ESRF),"Vicens Q., Westhof E.",Crystal structure of paromomycin docked into the eubacterial ribosomal decoding A site,Structure,9,647-658,2001.0,ID14-1,ESRF (Grenoble),,10.1016/S0969-2126(01)00629-3,,WOS:000170547000001,2,ESRF
Journal article,,ESRF01VI1250,France (not ESRF),Vignoles G.L.,Image segmentation for phase-contrast hard X-ray CMT of C/C composites,Carbon,39,167-173,2001.0,ID19,ESRF (Grenoble),,10.1016/S0008-6223(00)00103-2,,WOS:000166627700002,2,ESRF
Article from Conference in a Journal,,ESRF02VI1202,Spain,"Vila M., De Bernabé A., Prieto C.",EXAFS determination of the Nd3+ lattice position in Nd:LiNbO3: Influence of lithium niobate stoichiometry and Mg2+ and Zn2+ co-doping,Journal of Alloys and Compounds,323-324,331-335,2001.0,BM32,ESRF (Grenoble),,10.1016/S0925-8388(01)01032-5,,WOS:000169967300071,2,ESRF
